,movieId,average_rating
0,1,3.8935076093890357
1,2,3.2781786884703235
2,3,3.1712705436156763
3,4,2.8683949801849407
4,5,3.0769571546104677
5,6,3.862166405023548
6,7,3.372339061297769
7,8,3.1180555555555554
8,9,3.0031777339469645
9,10,3.4348348692118367
10,11,3.6587677725118484
11,12,2.683881230116649
12,13,3.3617208077260754
13,14,3.4287465743545362
14,15,2.7348414896891353
15,16,3.829663212435233
16,17,3.9458967046894804
17,18,3.4201555023923444
18,19,2.668061707079048
19,20,2.8901697757283586
20,21,3.56551961196196
21,22,3.298683055311677
22,23,3.161536953538522
23,24,3.174351585014409
24,25,3.664656188605108
25,26,3.604309500489716
26,27,3.42091705306543
27,28,4.038318558764655
28,29,3.9119195787458114
29,30,3.6397966594045026
30,31,3.235021132012928
31,32,3.896593001841621
32,33,3.06
33,34,3.594554087750013
34,35,3.4936948297604036
35,36,3.9239437774044177
36,37,2.960674157303371
37,38,2.942643391521197
38,39,3.4305581805581804
39,40,3.6503164556962027
40,41,3.8429792192658767
41,42,3.051104455260202
42,43,3.4656389301634474
43,44,2.643615088305836
44,45,3.3734298060496433
45,46,3.264033264033264
46,47,4.087747083726739
47,48,2.978704020043275
48,49,3.550724637681159
49,50,4.267865227113715
50,51,2.611111111111111
51,52,3.5298387096774193
52,53,3.677710843373494
53,54,2.832437275985663
54,55,3.230182926829268
55,56,2.0602409638554215
56,57,3.3182707355242567
57,58,3.9639141022802744
58,59,3.5985576923076925
59,60,3.064891846921797
60,61,3.3272292993630574
61,62,3.7409583333333334
62,63,3.130197682344922
63,64,2.835374149659864
64,65,2.3978181212524983
65,66,2.158317399617591
66,67,3.342391304347826
67,68,3.45533033033033
68,69,3.5506576608602916
69,70,3.339953667081026
70,71,2.348310567936736
71,72,3.4774305555555554
72,73,3.796403712296984
73,74,3.2968426501035197
74,75,2.448445171849427
75,76,3.025286757038582
76,77,3.4393939393939394
77,78,3.1681887366818873
78,79,3.1557082617523036
79,80,3.7307073954983925
80,81,3.264279624893436
81,82,4.014135556361
82,83,3.6491085899513775
83,84,3.3779761904761907
84,85,3.5387447405329593
85,86,3.4840025767661587
86,87,2.4164502164502166
87,88,3.1290348612007746
88,89,3.128964941569282
89,90,3.335526315789474
90,92,2.8486183420104125
91,93,2.5024379432624113
92,94,3.5282555282555284
93,95,3.1049476113023413
94,96,3.68546845124283
95,97,4.010626552580734
96,98,2.6649484536082473
97,99,3.1114690721649483
98,100,3.230375806092951
99,101,3.75595567867036
100,102,2.422809457579972
101,103,3.266966475878986
102,104,3.3986451066575265
103,105,3.3358692833059567
104,106,3.407142857142857
105,107,3.201210015574458
106,108,3.051094890510949
107,110,3.9961662738035333
108,111,4.081329543417582
109,112,3.3975060161890176
110,113,3.122859589041096
111,114,3.635135135135135
112,115,3.3839285714285716
113,116,3.9002835538752363
114,117,3.588502269288956
115,118,3.0063344594594597
116,119,2.793040293040293
117,120,2.8859649122807016
118,121,3.731609195402299
119,122,2.8569201247301512
120,123,4.004887320119468
121,124,3.487142857142857
122,125,3.7341755319148935
123,126,2.336792452830189
124,127,3.2545454545454544
125,128,3.4876543209876543
126,129,3.1666666666666665
127,130,3.2450980392156863
128,131,3.309045226130653
129,132,2.7717439293598236
130,133,2.5
131,134,3.641025641025641
132,135,3.00195929718114
133,136,3.581818181818182
134,137,3.3016528925619837
135,138,3.286184210526316
136,139,3.1041666666666665
137,140,3.3076381555790215
138,141,3.5241097922848663
139,142,3.058139534883721
140,143,2.1875
141,144,3.4633835703672258
142,145,3.284705672068637
143,146,2.8887147335423196
144,147,3.6062037037037036
145,148,2.9
146,149,3.6782978723404254
147,150,3.889685065817885
148,151,3.5205499276411
149,152,3.113031914893617
150,153,2.890055427943673
151,154,3.7968088110703193
152,155,3.3975993998499625
153,156,3.5306696679797414
154,157,2.7957102672292544
155,158,2.888674582605027
156,159,3.414739317914543
157,160,2.6070793748084586
158,161,3.7485005851375073
159,162,3.9827611719443623
160,163,3.434162520729685
161,164,3.4590581247348324
162,165,3.516452833671774
163,166,2.9016990291262137
164,167,3.1802325581395348
165,168,3.0618820684259194
166,169,2.2885824866956943
167,170,3.2267297162767545
168,171,3.594804318488529
169,172,2.762810248198559
170,173,2.5548414023372286
171,174,2.447019867549669
172,175,3.5259464751958225
173,176,3.8427685149282667
174,177,2.892006459426726
175,178,3.3759469696969697
176,179,2.7463149728471685
177,180,3.564365492008473
178,181,1.9955470737913485
179,182,3.0794198895027622
180,183,3.3483920367534457
181,184,3.105849582172702
182,185,3.1169326856349757
183,186,2.866397219913878
184,187,3.450098814229249
185,188,3.32548526240115
186,189,3.0101449275362318
187,190,3.623436196830692
188,191,2.694736842105263
189,192,3.0402298850574714
190,193,2.2645568255337505
191,194,3.836073129512982
192,195,3.089964891749561
193,196,2.8277398558968523
194,197,3.0657894736842106
195,198,3.4226462856586504
196,199,3.7828018818609515
197,200,2.8375
198,201,3.0322164948453607
199,202,3.0901960784313727
200,203,3.165853261753701
201,204,2.926083307103137
202,205,3.503965392934391
203,206,3.4764150943396226
204,207,3.368515497553018
205,208,2.878633150039277
206,209,2.818124207858048
207,210,2.875728155339806
208,211,3.584552845528455
209,212,2.572134387351779
210,213,4.019778099372889
211,214,4.030981887511916
212,215,3.9434634974533105
213,216,3.2530837941301574
214,217,2.736914600550964
215,218,3.2829448677722994
216,219,3.5994397759103642
217,220,2.470505617977528
218,222,3.528812756551942
219,223,3.8410715525019086
220,224,3.4321447866018366
221,225,3.2837113704764
222,226,2.6875
223,227,3.0658511722731907
224,228,2.6727642276422765
225,229,3.5630492930836835
226,230,3.575577066269546
227,231,2.9764187164053406
228,232,4.021967311440996
229,233,3.524165554072096
230,234,2.670538077036166
231,235,3.6592039800995027
232,236,3.3074677430981043
233,237,3.216043956043956
234,238,3.1645997745208567
235,239,3.126085987970595
236,240,2.897727272727273
237,241,3.026829268292683
238,242,3.3919860627177703
239,243,2.5
240,244,2.3871473354231973
241,245,2.953068592057762
242,246,4.0028130594152245
243,247,3.809348309348309
244,248,3.0081818181818183
245,249,3.6694899303594957
246,250,3.0800344234079176
247,251,3.0322966507177034
248,252,3.205077599354086
249,253,3.511884066658674
250,254,2.8884673748103187
251,255,2.27488986784141
252,256,2.674757683704747
253,257,3.406075334143378
254,258,2.623276776246023
255,259,3.059003291020216
256,260,4.092400362132467
257,261,3.5995464117932934
258,262,3.7589009287925697
259,263,3.7267303102625298
260,264,3.3325
261,265,3.913583633798401
262,266,3.5049421216766214
263,267,2.9074225958581095
264,268,3.3078913324708927
265,269,3.4815705128205128
266,270,3.1854014598540146
267,271,3.329554043839758
268,272,3.734161563824776
269,273,3.1190921853065046
270,274,2.8263940520446096
271,275,2.722754491017964
272,276,2.980397236614853
273,277,3.3870112945264985
274,278,3.0207275803722506
275,279,3.6934647302904566
276,280,3.7082411504424777
277,281,3.6623080614203456
278,282,3.3875516364791864
279,283,3.099609375
280,284,2.8
281,285,2.3693181818181817
282,286,2.0
283,287,3.2395833333333335
284,288,3.2634882382562407
285,289,3.3612633400634553
286,290,3.9828603859250853
287,292,3.4199986671997866
288,293,4.097544730012173
289,294,3.1714614499424627
290,295,2.8064182194616976
291,296,4.191777924896098
292,297,3.087813620071685
293,298,3.501865671641791
294,299,3.720508166969147
295,300,3.660887187570367
296,301,3.5102669404517455
297,302,3.742798353909465
298,303,3.0495158720431426
299,304,3.1805555555555554
300,305,2.6981553940749023
301,306,4.056163465832961
302,307,3.9675925925925926
303,308,3.891609482220836
304,309,3.642094017094017
305,310,2.7844202898550723
306,311,2.7329545454545454
307,312,2.6081573197378005
308,313,3.092512376237624
309,314,3.849988539995416
310,315,2.898059018462995
311,316,3.3818097399917457
312,317,3.1239550609658697
313,318,4.416792045528881
314,319,3.7477702461648232
315,320,3.2573529411764706
316,321,3.7581632653061225
317,322,3.6721617418351475
318,324,3.688
319,325,2.646451033243486
320,326,4.0900127226463106
321,327,2.80792261630585
322,328,3.163582531458179
323,329,3.341219939067868
324,330,2.8178528347406515
325,331,3.287671232876712
326,332,2.779035639412998
327,333,3.3707832841832697
328,334,3.8154796939376103
329,335,3.25
330,336,2.8706070287539935
331,337,3.7456328681565334
332,338,2.985235830360682
333,339,3.5077481840193703
334,340,3.370406189555126
335,341,3.5869565217391304
336,342,3.4829491401390413
337,343,2.66812865497076
338,344,3.000595872796839
339,345,3.6241588435656724
340,346,3.4247899159663864
341,347,3.4523936170212766
342,348,3.680493402180149
343,349,3.6661283981127837
344,350,3.4653812949640286
345,351,3.3025146050292102
346,352,3.2720639332870047
347,353,3.515155481101455
348,354,3.1474654377880182
349,355,2.4097176625082075
350,356,4.068189221788855
351,357,3.642097095987586
352,358,3.2456575682382134
353,359,3.283737024221453
354,360,2.7272317403065824
355,361,3.3233968804159444
356,362,3.3591265519494664
357,363,3.985820895522388
358,364,3.8334766114111645
359,365,3.16575952498763
360,366,2.9967043314500943
361,367,3.189702224261598
362,368,3.4085424588086184
363,369,3.3111015490533564
364,370,2.9827615393296467
365,371,3.258616830796777
366,372,3.259809119830329
367,373,3.7700052994170643
368,374,2.447302580140735
369,375,3.2786259541984735
370,376,3.289349951488917
371,377,3.4905770054457568
372,378,3.1250515889393315
373,379,2.720259816085243
374,380,3.50522836196935
375,381,3.402406886858749
376,382,3.039970930232558
377,383,3.2
378,384,2.977832512315271
379,385,3.565693430656934
380,386,2.8241206030150754
381,387,2.65625
382,388,3.55506993006993
383,389,3.5
384,390,3.4243486973947896
385,391,3.1588366890380315
386,392,3.31438127090301
387,393,1.9399280575539568
388,394,3.310126582278481
389,395,2.861111111111111
390,396,2.5125
391,397,2.2009345794392523
392,398,3.388888888888889
393,399,2.2916666666666665
394,400,2.5588235294117645
395,402,2.893939393939394
396,403,2.361111111111111
397,404,3.3241758241758244
398,405,2.4537411526794743
399,406,3.0714285714285716
400,407,3.267157813105855
401,408,3.24
402,409,3.05
403,410,3.024225168035848
404,411,2.8149606299212597
405,412,3.5541476935260343
406,413,2.82387690616843
407,414,2.6193181818181817
408,415,2.810637663885578
409,416,2.699626865671642
410,417,3.518668596237337
411,418,2.703472222222222
412,419,2.487559354226021
413,420,2.758975429389313
414,421,3.2776073619631902
415,422,3.228819212808539
416,423,3.0125687352710133
417,424,2.723277909738717
418,425,3.47164667393675
419,426,3.1132236095346197
420,427,2.5417133258678613
421,428,3.821842890288366
422,429,2.377236273904997
423,430,2.3105263157894735
424,431,3.7104020979020977
425,432,2.719838857869814
426,433,2.9109483423284503
427,434,3.0667801539170836
428,435,2.569680617431135
429,436,2.6363636363636362
430,437,2.594559585492228
431,438,2.7018551236749118
432,439,2.7246376811594204
433,440,3.5982285465369537
434,441,3.696526423330547
435,442,3.0761961015948023
436,443,3.3496835443037973
437,444,2.4170890658942796
438,445,2.8796250616674888
439,446,3.8979268292682927
440,447,2.52991452991453
441,448,3.5492541951522685
442,449,3.454421768707483
443,450,3.348417721518987
